Time (ms),motor.iabc.a,motor.apiData.velocityReference,motor.idq.q
2.129,-1223,10000,2230
2.13,-1527,10000,2256
2.1310000000000002,-1783,10000,2254
2.132,-1879,10000,2179
2.133,-1967,10000,2182
2.134,-2111,10000,2230
2.1350000000000002,-2183,10000,2215
2.136,-2239,10000,2238
2.137,-2135,10000,2152
2.138,-2111,10000,2215
2.1390000000000002,-1999,10000,2218
2.14,-1935,10000,2270
2.141,-1743,10000,2177
2.142,-1591,10000,2246
2.1430000000000002,-1303,10000,2230
2.144,-959,10000,2176
2.145,-623,10000,2199
2.146,-295,10000,2216
2.1470000000000002,-103,10000,2238
2.148,129,10000,2234
2.149,409,10000,2288
2.15,753,10000,2205
2.1510000000000002,1105,10000,2221
2.152,1337,10000,2258
2.153,1649,10000,2247
2.154,1785,10000,2237
2.1550000000000002,1937,10000,2247
2.156,2081,10000,2252
2.157,2209,10000,2278
2.158,2249,10000,2260
2.1590000000000003,2193,10000,2198
2.16,2169,10000,2234
2.161,2081,10000,2252
2.162,1937,10000,2214
2.1630000000000003,1817,10000,2197
2.164,1745,10000,2337
2.165,1505,10000,2329
2.166,1169,10000,2260
2.1670000000000003,865,10000,2288
2.168,521,10000,2257
2.169,281,10000,2325
2.17,25,10000,2326
2.1710000000000003,-271,10000,2227
2.172,-615,10000,2282
2.173,-951,10000,2277
2.174,-1247,10000,2177
2.1750000000000003,-1511,10000,2225
2.176,-1735,10000,2242
2.177,-1879,10000,2184
2.178,-1983,10000,2189
2.179,-2159,10000,2257
2.18,-2191,10000,2228
2.181,-2199,10000,2199
2.182,-2191,10000,2224
2.183,-2127,10000,2233
2.184,-2031,10000,2243
2.185,-1911,10000,2228
2.186,-1751,10000,2192
2.187,-1615,10000,2254
2.188,-1367,10000,2305
2.189,-1007,10000,2255
2.19,-663,10000,2243
2.191,-319,10000,2242
2.192,-119,10000,2258
2.193,137,10000,2221
2.194,401,10000,2300
2.195,729,10000,2288
2.196,1089,10000,2253
2.197,1337,10000,2288
2.198,1633,10000,2275
2.199,1777,10000,2250
2.2,1945,10000,2248
2.201,2089,10000,2261
2.202,2217,10000,2287
2.203,2241,10000,2257
2.204,2185,10000,2190
2.205,2169,10000,2233
2.206,2089,10000,2261
2.207,1921,10000,2191
2.208,1825,10000,2201
2.209,1753,10000,2352
2.21,1497,10000,2313
2.211,1169,10000,2236
2.212,857,10000,2281
2.213,521,10000,2249
2.214,289,10000,2330
2.215,17,10000,2303
2.216,-279,10000,2206
2.217,-599,10000,2294
2.218,-943,10000,2277
2.219,-1247,10000,2200
2.22,-1519,10000,2247
2.221,-1735,10000,2248
2.222,-1879,10000,2204
2.223,-1999,10000,2200
2.224,-2191,10000,2288
2.225,-2223,10000,2255
2.226,-2215,10000,2215
2.227,-2223,10000,2251
2.228,-2143,10000,2240
2.229,-2063,10000,2276
2.23,-1943,10000,2256
2.231,-1783,10000,2218
2.232,-1655,10000,2299
2.233,-1399,10000,2339
2.234,-1039,10000,2287
2.235,-663,10000,2234
2.236,-335,10000,2263
2.237,-119,10000,2248
2.238,129,10000,2252
2.239,393,10000,2331
2.24,729,10000,2289
2.241,1081,10000,2278
2.242,1345,10000,2274
2.243,1633,10000,2261
2.244,1769,10000,2230
2.245,1945,10000,2248
2.246,2081,10000,2259
2.247,2209,10000,2283
2.248,2225,10000,2243
2.249,2185,10000,2189
2.25,2169,10000,2227
2.251,2089,10000,2261
2.2520000000000002,1929,10000,2204
2.253,1817,10000,2203
2.254,1761,10000,2368
2.255,1505,10000,2314
2.2560000000000002,1177,10000,2245
2.257,881,10000,2303
2.258,529,10000,2272
2.259,273,10000,2347
2.2600000000000002,-23,10000,2290
2.261,-207,10000,2329
2.262,-591,10000,2315
2.263,-927,10000,2329
2.2640000000000002,-1271,10000,2247
2.265,-1551,10000,2288
2.266,-1751,10000,2302
2.267,-1863,10000,2252
2.2680000000000002,-2023,10000,2247
2.269,-2199,10000,2313
2.27,-2247,10000,2289
2.271,-2255,10000,2257
2.2720000000000002,-2263,10000,2282
2.273,-2183,10000,2270
2.274,-2055,10000,2255
2.275,-1959,10000,2241
2.2760000000000002,-1807,10000,2229
2.277,-1711,10000,2388
2.278,-1415,10000,2327
2.279,-1063,10000,2302
2.2800000000000002,-719,10000,2291
2.281,-367,10000,2268
2.282,-87,10000,2199
2.283,97,10000,2288
2.2840000000000003,385,10000,2344
2.285,721,10000,2309
2.286,1089,10000,2278
2.287,1345,10000,2267
2.2880000000000003,1617,10000,2283
2.289,1761,10000,2226
2.29,1945,10000,2266
2.291,2081,10000,2260
2.2920000000000003,2177,10000,2284
2.293,2257,10000,2277
2.294,2225,10000,2226
2.295,2193,10000,2240
2.2960000000000003,2113,10000,2245
2.297,2001,10000,2253
2.298,1881,10000,2241
2.299,1777,10000,2318
2.3000000000000003,1521,10000,2283
2.301,1257,10000,2334
2.302,929,10000,2313
2.303,617,10000,2345
2.3040000000000003,297,10000,2300
2.305,41,10000,2346
2.306,-191,10000,2337
2.307,-495,10000,2388
2.308,-911,10000,2323
2.309,-1247,10000,2253
2.31,-1495,10000,2312
2.311,-1711,10000,2325
2.312,-1895,10000,2241
2.313,-2023,10000,2242
2.314,-2183,10000,2304
2.315,-2255,10000,2292
2.316,-2271,10000,2273
2.317,-2215,10000,2228
2.318,-2175,10000,2256
2.319,-2079,10000,2275
2.32,-1983,10000,2287
2.321,-1799,10000,2197
2.322,-1655,10000,2254
2.323,-1439,10000,2353
2.324,-1111,10000,2341
2.325,-711,10000,2231
2.326,-351,10000,2209
2.327,-127,10000,2244
2.328,97,10000,2269
2.329,385,10000,2327
2.33,681,10000,2309
2.331,1017,10000,2288
2.332,1353,10000,2297
2.333,1625,10000,2297
2.334,1753,10000,2269
2.335,1945,10000,2285
2.336,2089,10000,2280
2.337,2257,10000,2343
2.338,2257,10000,2284
2.339,2233,10000,2233
2.34,2209,10000,2244
2.341,2137,10000,2260
2.342,2001,10000,2249
2.343,1881,10000,2231
2.344,1777,10000,2312
2.345,1545,10000,2295
2.346,1273,10000,2319
2.347,945,10000,2319
2.348,609,10000,2329
2.349,305,10000,2306
2.35,73,10000,2346
2.351,-183,10000,2313
2.352,-495,10000,2380
2.353,-903,10000,2299
2.354,-1239,10000,2214
2.355,-1487,10000,2282
2.356,-1711,10000,2294
2.357,-1863,10000,2210
2.358,-1991,10000,2209
2.359,-2151,10000,2276
2.36,-2215,10000,2256
2.361,-2247,10000,2248
2.362,-2159,10000,2167
2.363,-2191,10000,2294
2.364,-2063,10000,2264
2.365,-1959,10000,2269
2.366,-1815,10000,2227
2.367,-1679,10000,2301
2.368,-1415,10000,2313
2.369,-1111,10000,2341
2.37,-767,10000,2298
2.371,-407,10000,2280
2.372,-127,10000,2280
2.373,129,10000,2244
2.374,385,10000,2372
2.375,745,10000,2286
2.376,1025,10000,2345
2.3770000000000002,1345,10000,2311
2.378,1617,10000,2309
2.379,1777,10000,2267
2.38,1969,10000,2294
2.3810000000000002,2105,10000,2309
2.382,2201,10000,2307
2.383,2265,10000,2291
2.384,2273,10000,2275
2.3850000000000002,2217,10000,2266
2.386,2129,10000,2262
2.387,1977,10000,2238
2.388,1865,10000,2228
2.3890000000000002,1761,10000,2288
2.39,1521,10000,2268
2.391,1225,10000,2262
2.392,897,10000,2250
2.3930000000000002,561,10000,2262
2.394,273,10000,2256
2.395,41,10000,2281
2.396,-215,10000,2308
2.3970000000000002,-575,10000,2302
2.398,-879,10000,2319
2.399,-1199,10000,2244
2.4,-1511,10000,2265
2.4010000000000002,-1807,10000,2285
2.402,-1855,10000,2242
2.403,-1991,10000,2246
2.404,-2183,10000,2301
2.4050000000000002,-2263,10000,2298
2.406,-2279,10000,2280
2.407,-2247,10000,2265
2.408,-2199,10000,2288
2.4090000000000003,-2047,10000,2225
2.41,-1959,10000,2250
2.411,-1831,10000,2245
2.412,-1703,10000,2366
2.4130000000000003,-1399,10000,2295
2.414,-1063,10000,2277
2.415,-735,10000,2322
2.416,-439,10000,2378
2.4170000000000003,-111,10000,2215
2.418,121,10000,2220
2.419,393,10000,2377
2.42,705,10000,2347
2.4210000000000003,1065,10000,2303
2.422,1361,10000,2291
2.423,1641,10000,2303
2.424,1817,10000,2251
2.4250000000000003,1977,10000,2270
2.426,2073,10000,2275
2.427,2201,10000,2304
2.428,2297,10000,2313
2.4290000000000003,2185,10000,2185
2.43,2209,10000,2263
2.431,2145,10000,2293
2.432,1953,10000,2194
2.433,1825,10000,2181
2.434,1745,10000,2276
2.435,1521,10000,2304
2.436,1225,10000,2340
2.437,937,10000,2355
2.438,593,10000,2325
2.439,273,10000,2328
2.44,17,10000,2332
2.441,-199,10000,2360
2.442,-615,10000,2344
2.443,-935,10000,2346
2.444,-1263,10000,2278
2.445,-1551,10000,2323
2.446,-1767,10000,2326
2.447,-1895,10000,2273
2.448,-2055,10000,2279
2.449,-2239,10000,2350
2.45,-2271,10000,2312
2.451,-2271,10000,2273
2.452,-2287,10000,2307
2.453,-2215,10000,2306
2.454,-2087,10000,2288
2.455,-1991,10000,2297
2.456,-1831,10000,2250
2.457,-1719,10000,2404
2.458,-1439,10000,2367
2.459,-1095,10000,2357
2.46,-727,10000,2307
2.461,-359,10000,2289
2.462,-95,10000,2223
2.463,105,10000,2302
2.464,385,10000,2398
2.465,737,10000,2340
2.466,1097,10000,2310
2.467,1369,10000,2292
2.468,1649,10000,2312
2.469,1785,10000,2271
2.47,1977,10000,2280
2.471,2097,10000,2299
2.472,2209,10000,2321
2.473,2289,10000,2309
2.474,2257,10000,2260
2.475,2225,10000,2272
2.476,2153,10000,2290
2.477,2033,10000,2303
2.478,1905,10000,2268
2.479,1793,10000,2355
2.48,1561,10000,2340
2.481,1273,10000,2389
2.482,929,10000,2364
2.483,609,10000,2382
2.484,281,10000,2343
2.485,33,10000,2369
2.486,-207,10000,2375
2.487,-519,10000,2426
2.488,-951,10000,2360
2.489,-1303,10000,2263
2.49,-1527,10000,2325
2.491,-1751,10000,2345
2.492,-1911,10000,2255
2.493,-2031,10000,2256
2.494,-2199,10000,2316
2.495,-2279,10000,2313
2.496,-2311,10000,2310
2.497,-2223,10000,2241
2.498,-2167,10000,2260
2.499,-2095,10000,2309
0.0,-311,10000,541
0.001,-415,10000,489
0.002,-447,10000,498
0.003,-431,10000,512
0.004,-463,10000,502
0.005,-455,10000,476
0.006,-519,10500,519
0.007,-567,10500,592
0.008,-759,10500,829
0.009000000000000001,-887,10500,1009
0.01,-855,10500,1021
0.011,-791,10500,1060
0.012,-623,10500,1087
0.013000000000000001,-383,10500,1038
0.014,-151,10500,987
0.015,-23,10500,996
0.016,89,10500,993
0.017,209,10500,979
0.018000000000000002,409,10500,942
0.019,609,10500,994
0.02,793,10500,1013
0.021,809,10500,985
0.022,849,10500,1000
0.023,937,10500,1012
0.024,961,10500,986
0.025,985,10500,985
0.026000000000000002,881,10500,913
0.027,881,10500,971
0.028,785,10500,908
0.029,721,10500,900
0.03,641,10500,885
0.031,473,10500,853
0.032,289,10500,865
0.033,121,10500,873
0.034,89,10500,918
0.035,-23,10500,921
0.036000000000000004,-143,10500,1004
0.037,-311,10500,943
0.038,-511,10500,894
0.039,-679,10500,877
0.04,-759,10500,891
0.041,-767,10500,857
0.042,-783,10500,842
0.043000000000000003,-879,10500,885
0.044,-863,10500,864
0.045,-839,10500,867
0.046,-783,10500,852
0.047,-735,10500,832
0.048,-703,10500,868
0.049,-639,10500,889
0.05,-471,10500,908
0.051000000000000004,-247,10500,873
0.052000000000000005,-127,10500,936
0.053,-15,10500,938
0.054,113,10500,890
0.055,209,10500,914
0.056,409,10500,993
0.057,617,10500,961
0.058,697,10500,976
0.059000000000000004,833,10500,982
0.06,881,10500,988
0.061,993,10500,1051
0.062,1025,10500,1035
0.063,985,10500,987
0.064,929,10500,955
0.065,889,10500,959
0.066,913,10500,1084
0.067,769,10500,936
0.068,689,10500,999
0.069,609,10500,1133
0.07,345,10500,1037
0.07100000000000001,201,10500,1106
0.07200000000000001,41,10500,1044
0.073,-63,10500,1076
0.074,-231,10500,1076
0.075,-463,10500,1053
0.076,-639,10500,1042
0.077,-815,10500,1094
0.078,-903,10500,1077
0.079,-927,10500,1041
0.08,-983,10500,1054
0.081,-1079,10500,1100
0.082,-1095,10500,1095
0.083,-1071,10500,1106
0.084,-991,10500,1075
0.085,-919,10500,1045
0.08600000000000001,-919,10500,1111
0.08700000000000001,-799,10500,1088
0.088,-583,10500,1023
0.089,-383,10500,1088
0.09,-167,10500,1098
0.091,-63,10500,1142
0.092,49,10500,1141
0.093,217,10500,1165
0.094,417,10500,1206
0.095,649,10500,1197
0.096,857,10500,1217
0.097,977,10500,1256
0.098,1065,10500,1261
0.099,1177,10500,1285
0.1,1217,10500,1265
0.101,1313,10500,1316
0.10200000000000001,1321,10500,1336
0.10300000000000001,1201,10500,1257
0.10400000000000001,1097,10500,1209
0.105,1073,10500,1279
0.106,993,10500,1271
0.107,809,10500,1211
0.108,657,10500,1315
0.109,409,10500,1337
0.11,217,10500,1392
0.111,41,10500,1367
0.112,-103,10500,1350
0.113,-255,10500,1396
0.114,-551,10500,1363
0.115,-799,10500,1377
0.116,-935,10500,1293
0.117,-1063,10500,1332
0.11800000000000001,-1167,10500,1336
0.11900000000000001,-1247,10500,1330
0.12,-1279,10500,1306
0.121,-1335,10500,1335
0.122,-1335,10500,1360
0.123,-1295,10500,1384
0.124,-1191,10500,1330
0.125,-1127,10500,1368
0.126,-1111,10500,1491
0.127,-855,10500,1370
0.128,-671,10500,1494
0.129,-343,10500,1407
0.13,-127,10500,1422
0.131,41,10500,1414
0.132,217,10500,1394
0.133,393,10500,1458
0.134,641,10500,1522
0.135,921,10500,1528
0.136,1129,10500,1497
0.137,1241,10500,1520
0.138,1345,10500,1536
0.139,1473,10500,1568
0.14,1505,10500,1537
0.14100000000000001,1561,10500,1560
0.14200000000000002,1513,10500,1539
0.14300000000000002,1425,10500,1521
0.14400000000000002,1353,10500,1523
0.145,1225,10500,1479
0.146,1177,10500,1570
0.147,1009,10500,1606
0.148,713,10500,1557
0.149,449,10500,1582
0.15,257,10500,1631
0.151,65,10500,1639
0.152,-143,10500,1588
0.153,-383,10500,1618
0.154,-655,10500,1670
0.155,-927,10500,1647
0.156,-1119,10500,1597
0.157,-1287,10500,1616
0.158,-1375,10500,1612
0.159,-1487,10500,1613
0.16,-1543,10500,1594
0.161,-1663,10500,1664
0.162,-1639,10500,1655
0.163,-1551,10500,1629
0.164,-1503,10500,1664
0.165,-1431,10500,1668
0.166,-1391,10500,1767
0.167,-1175,10500,1760
0.168,-911,10500,1748
0.169,-591,10500,1717
0.17,-295,10500,1741
0.171,-47,10500,1675
0.17200000000000001,129,10500,1690
0.17300000000000001,377,10500,1687
0.17400000000000002,649,10500,1759
0.17500000000000002,945,10500,1757
0.176,1169,10500,1781
0.177,1361,10500,1806
0.178,1529,10500,1816
0.179,1633,10500,1829
0.18,1705,10500,1797
0.181,1833,10500,1853
0.182,1873,10500,1874
0.183,1769,10500,1814
0.184,1657,10500,1783
0.185,1601,10500,1818
0.186,1497,10500,1830
0.187,1337,10500,1834
0.188,1129,10500,1852
0.189,865,10500,1903
0.19,569,10500,1923
0.191,273,10500,1860
0.192,73,10500,1931
0.193,-183,10500,1910
0.194,-423,10500,1965
0.195,-719,10500,1976
0.196,-1055,10500,1972
0.197,-1367,10500,1956
0.198,-1567,10500,1961
0.199,-1655,10500,1936
0.2,-1735,10500,1914
0.201,-1911,10500,1998
0.202,-1959,10500,1977
0.203,-1919,10500,1918
0.20400000000000001,-1895,10500,1936
0.20500000000000002,-1831,10500,1951
0.20600000000000002,-1751,10500,1988
0.20700000000000002,-1671,10500,2047
0.20800000000000002,-1479,10500,2000
0.209,-1295,10500,2082
0.21,-967,10500,2070
0.211,-607,10500,2009
0.212,-319,10500,2061
0.213,-71,10500,2043
0.214,169,10500,2040
0.215,441,10500,2061
0.216,785,10500,2131
0.217,1121,10500,2094
0.218,1433,10500,2074
0.219,1641,10500,2086
0.22,1817,10500,2102
0.221,1913,10500,2136
0.222,1993,10500,2119
0.223,2097,10500,2130
0.224,2145,10500,2145
0.225,2105,10500,2144
0.226,1913,10500,2032
0.227,1825,10500,2022
0.228,1809,10500,2173
0.229,1609,10500,2153
0.23,1345,10500,2077
0.231,1177,10500,2260
0.232,753,10500,2118
0.233,441,10500,2159
0.234,217,10500,2226
0.23500000000000001,-103,10500,2145
0.23600000000000002,-319,10500,2249
0.23700000000000002,-639,10500,2237
0.23800000000000002,-1015,10500,2164
0.23900000000000002,-1367,10500,2150
0.24,-1607,10500,2175
0.241,-1687,10500,2091
0.242,-1855,10500,2099
0.243,-1967,10500,2110
0.244,-2071,10500,2120
0.245,-2119,10500,2119
0.246,-2079,10500,2101
0.247,-1983,10500,2069
0.248,-1935,10500,2137
0.249,-1791,10500,2079
0.25,-1631,10500,2060
0.251,-1479,10500,2135
0.252,-1135,10500,2055
0.253,-823,10500,2115
0.254,-487,10500,2106
0.255,-183,10500,2113
0.256,57,10500,2079
0.257,273,10500,2100
0.258,593,10500,2138
0.259,953,10500,2137
0.26,1233,10500,2179
0.261,1521,10500,2142
0.262,1745,10500,2162
0.263,1905,10500,2174
0.264,2017,10500,2186
0.265,2113,10500,2182
0.266,2169,10500,2179
0.267,2169,10500,2177
0.268,2017,10500,2082
0.269,1921,10500,2089
0.27,1817,10500,2094
0.271,1801,10500,2249
0.272,1521,10500,2109
0.273,1297,10500,2170
0.274,1025,10500,2246
0.275,633,10500,2153
0.276,329,10500,2167
0.277,57,10500,2143
0.278,-183,10500,2167
0.279,-503,10500,2200
0.28,-839,10500,2180
0.281,-1159,10500,2148
0.28200000000000003,-1455,10500,2163
0.28300000000000003,-1695,10500,2137
0.28400000000000003,-1807,10500,2097
0.28500000000000003,-1887,10500,2082
0.28600000000000003,-2023,10500,2124
0.28700000000000003,-2079,10500,2100
0.28800000000000003,-2111,10500,2112
0.289,-2047,10500,2089
0.29,-1967,10500,2089
0.291,-1855,10500,2087
0.292,-1735,10500,2061
0.293,-1615,10500,2154
0.294,-1407,10500,2209
0.295,-1063,10500,2188
0.296,-735,10500,2191
0.297,-343,10500,2113
0.298,-111,10500,2178
0.299,153,10500,2112
0.3,433,10500,2118
0.301,769,10500,2220
0.302,1105,10500,2188
0.303,1425,10500,2162
0.304,1665,10500,2171
0.305,1857,10500,2186
0.306,1945,10500,2194
0.307,2057,10500,2196
0.308,2169,10500,2212
0.309,2193,10500,2193
0.31,2169,10500,2193
0.311,1985,10500,2090
0.312,1913,10500,2131
0.313,1809,10500,2128
0.314,1641,10500,2122
0.315,1457,10500,2185
0.316,1185,10500,2182
0.317,833,10500,2131
0.318,489,10500,2151
0.319,233,10500,2155
0.32,-47,10500,2119
0.321,-311,10500,2200
0.322,-591,10500,2250
0.323,-927,10500,2201
0.324,-1311,10500,2178
0.325,-1591,10500,2208
0.326,-1719,10500,2111
0.327,-1879,10500,2126
0.328,-2015,10500,2157
0.329,-2103,10500,2166
0.33,-2127,10500,2134
0.331,-2111,10500,2117
0.332,-2087,10500,2158
0.333,-1943,10500,2095
0.334,-1847,10500,2121
0.335,-1727,10500,2131
0.336,-1607,10500,2251
0.337,-1303,10500,2237
0.338,-919,10500,2155
0.339,-583,10500,2175
0.34,-263,10500,2203
0.341,-15,10500,2175
0.342,209,10500,2193
0.343,505,10500,2191
0.34400000000000003,881,10500,2210
0.34500000000000003,1241,10500,2210
0.34600000000000003,1505,10500,2156
0.34700000000000003,1737,10500,2191
0.34800000000000003,1929,10500,2214
0.34900000000000003,2017,10500,2216
0.35000000000000003,2129,10500,2213
0.35100000000000003,2193,10500,2212
0.352,2177,10500,2178
0.353,2129,10500,2186
0.354,2025,10500,2179
0.355,1905,10500,2156
0.356,1801,10500,2190
0.357,1593,10500,2139
0.358,1369,10500,2181
0.359,1065,10500,2212
0.36,705,10500,2188
0.361,361,10500,2134
0.362,105,10500,2154
0.363,-103,10500,2281
0.364,-383,10500,2295
0.365,-703,10500,2273
0.366,-1095,10500,2235
0.367,-1447,10500,2244
0.368,-1655,10500,2211
0.369,-1823,10500,2189
0.37,-1935,10500,2186
0.371,-2095,10500,2236
0.372,-2215,10500,2245
0.373,-2223,10500,2222
0.374,-2183,10500,2207
0.375,-2087,10500,2186
0.376,-1959,10500,2157
0.377,-1855,10500,2162
0.378,-1679,10500,2119
0.379,-1503,10500,2209
0.38,-1175,10500,2174
0.381,-839,10500,2190
0.382,-511,10500,2242
0.383,-167,10500,2185
0.384,49,10500,2195
0.385,321,10500,2189
0.386,641,10500,2258
0.387,953,10500,2260
0.388,1289,10500,2230
0.389,1593,10500,2202
0.39,1793,10500,2234
0.391,1969,10500,2239
0.392,2065,10500,2237
0.393,2217,10500,2272
0.394,2265,10500,2270
0.395,2233,10500,2241
0.396,2041,10500,2098
0.397,1969,10500,2117
0.398,1953,10500,2260
0.399,1761,10500,2197
0.4,1553,10500,2185
0.401,1425,10500,2365
0.402,1009,10500,2206
0.403,681,10500,2256
0.404,393,10500,2314
0.405,73,10500,2227
0.406,-151,10500,2311
0.40700000000000003,-463,10500,2302
0.40800000000000003,-823,10500,2285
0.40900000000000003,-1199,10500,2276
0.41000000000000003,-1503,10500,2278
0.41100000000000003,-1671,10500,2169
0.41200000000000003,-1855,10500,2196
0.41300000000000003,-1999,10500,2207
0.41400000000000003,-2087,10500,2199
0.41500000000000004,-2175,10500,2197
0.41600000000000004,-2183,10500,2183
0.417,-2127,10500,2163
0.418,-2087,10500,2224
0.419,-1919,10500,2139
0.42,-1799,10500,2152
0.421,-1687,10500,2210
0.422,-1415,10500,2175
0.423,-1111,10500,2219
0.424,-751,10500,2188
0.425,-423,10500,2220
0.426,-103,10500,2126
0.427,105,10500,2173
0.428,401,10500,2230
0.429,745,10500,2260
0.43,1057,10500,2254
0.431,1393,10500,2229
0.432,1657,10500,2225
0.433,1817,10500,2241
0.434,2009,10500,2264
0.435,2113,10500,2255
0.436,2241,10500,2297
0.437,2273,10500,2274
0.438,2169,10500,2182
0.439,2081,10500,2163
0.44,1993,10500,2188
0.441,1881,10500,2192
0.442,1745,10500,2230
0.443,1529,10500,2217
0.444,1257,10500,2257
0.445,945,10500,2278
0.446,577,10500,2240
0.447,273,10500,2246
0.448,33,10500,2294
0.449,-255,10500,2271
0.45,-591,10500,2217
0.451,-927,10500,2220
0.452,-1279,10500,2265
0.453,-1583,10500,2203
0.454,-1719,10500,2173
0.455,-1871,10500,2185
0.456,-1991,10500,2188
0.457,-2087,10500,2167
0.458,-2167,10500,2176
0.459,-2191,10500,2197
0.46,-2175,10500,2241
0.461,-1999,10500,2152
0.462,-1887,10500,2132
0.463,-1807,10500,2208
0.464,-1647,10500,2252
0.465,-1383,10500,2248
0.466,-1015,10500,2214
0.467,-687,10500,2263
0.468,-343,10500,2260
0.46900000000000003,-39,10500,2189
0.47000000000000003,201,10500,2217
0.47100000000000003,505,10500,2310
0.47200000000000003,833,10500,2244
0.47300000000000003,1129,10500,2276
0.47400000000000003,1497,10500,2272
0.47500000000000003,1753,10500,2261
0.47600000000000003,1905,10500,2254
0.47700000000000004,2033,10500,2255
0.47800000000000004,2145,10500,2269
0.47900000000000004,2241,10500,2276
0.48,2257,10500,2257
0.481,2169,10500,2205
0.482,2089,10500,2225
0.483,1937,10500,2171
0.484,1825,10500,2186
0.485,1657,10500,2188
0.486,1497,10500,2298
0.487,1145,10500,2228
0.488,809,10500,2229
0.489,457,10500,2207
0.49,169,10500,2222
0.491,-31,10500,2285
0.492,-359,10500,2253
0.493,-695,10500,2260
0.494,-1063,10500,2260
0.495,-1407,10500,2266
0.496,-1639,10500,2165
0.497,-1799,10500,2215
0.498,-1967,10500,2211
0.499,-2055,10500,2212
0.5,-2143,10500,2202
0.501,-2199,10500,2205
0.502,-2199,10500,2211
0.503,-2079,10500,2150
0.504,-1999,10500,2181
0.505,-1887,10500,2177
0.506,-1823,10500,2292
0.507,-1607,10500,2311
0.508,-1271,10500,2243
0.509,-935,10500,2279
0.51,-575,10500,2276
0.511,-239,10500,2206
0.512,1,10500,2250
0.513,249,10500,2239
0.514,585,10500,2266
0.515,945,10500,2246
0.516,1281,10500,2245
0.517,1569,10500,2255
0.518,1825,10500,2252
0.519,1969,10500,2261
0.52,2081,10500,2257
0.521,2209,10500,2294
0.522,2249,10500,2264
0.523,2217,10500,2219
0.524,2153,10500,2214
0.525,2049,10500,2214
0.526,1913,10500,2179
0.527,1785,10500,2204
0.528,1601,10500,2200
0.529,1393,10500,2265
0.53,1081,10500,2244
0.531,689,10500,2227
0.532,361,10500,2243
0.533,89,10500,2236
0.534,-143,10500,2298
0.535,-407,10500,2313
0.536,-767,10500,2355
0.537,-1191,10500,2291
0.538,-1479,10500,2279
0.539,-1711,10500,2262
0.54,-1871,10500,2255
0.541,-1991,10500,2250
0.542,-2103,10500,2233
0.543,-2175,10500,2222
0.544,-2231,10500,2231
0.545,-2199,10500,2222
0.546,-2103,10500,2216
0.547,-2023,10500,2258
0.548,-1895,10500,2248
0.549,-1775,10500,2300
0.55,-1535,10500,2278
0.551,-1231,10500,2293
0.552,-879,10500,2329
0.553,-495,10500,2266
0.554,-159,10500,2199
0.555,97,10500,2206
0.556,377,10500,2285
0.557,697,10500,2271
0.558,1073,10500,2253
0.559,1377,10500,2278
0.56,1697,10500,2279
0.561,1841,10500,2245
0.562,1953,10500,2261
0.5630000000000001,2153,10500,2317
0.5640000000000001,2249,10500,2317
0.5650000000000001,2281,10500,2288
0.5660000000000001,2225,10500,2236
0.5670000000000001,2161,10500,2241
0.5680000000000001,2049,10500,2239
0.5690000000000001,1913,10500,2219
0.5700000000000001,1785,10500,2241
0.5710000000000001,1657,10500,2326
0.5720000000000001,1377,10500,2328
0.5730000000000001,1017,10500,2280
0.5740000000000001,641,10500,2266
0.5750000000000001,369,10500,2351
0.5760000000000001,105,10500,2319
0.577,-167,10500,2330
0.578,-495,10500,2362
0.579,-871,10500,2337
0.58,-1247,10500,2340
0.581,-1527,10500,2234
0.582,-1799,10500,2260
0.583,-1951,10500,2268
0.584,-1999,10500,2229
0.585,-2095,10500,2205
0.586,-2215,10500,2244
0.587,-2231,10500,2230
0.588,-2143,10500,2181
0.589,-2031,10500,2156
0.59,-1959,10500,2198
0.591,-1879,10500,2264
0.592,-1687,10500,2267
0.593,-1399,10500,2208
0.594,-1119,10500,2268
0.595,-759,10500,2281
0.596,-383,10500,2198
0.597,-135,10500,2276
0.598,121,10500,2247
0.599,425,10500,2266
0.6,777,10500,2253
0.601,1153,10500,2276
0.602,1473,10500,2279
0.603,1753,10500,2263
0.604,1913,10500,2287
0.605,2033,10500,2274
0.606,2177,10500,2336
0.607,2273,10500,2321
0.608,2289,10500,2289
0.609,2249,10500,2276
0.61,2161,10500,2270
0.611,2057,10500,2291
0.612,1889,10500,2205
0.613,1761,10500,2253
0.614,1601,10500,2357
0.615,1241,10500,2248
0.616,937,10500,2321
0.617,545,10500,2258
0.618,249,10500,2302
0.619,17,10500,2331
0.62,-303,10500,2286
0.621,-591,10500,2366
0.622,-967,10500,2324
0.623,-1335,10500,2270
0.624,-1607,10500,2251
0.625,-1831,10500,2266
0.626,-1903,10500,2217
0.627,-2047,10500,2220
0.628,-2159,10500,2226
0.629,-2223,10500,2233
0.63,-2247,10500,2256
0.631,-2135,10500,2206
0.632,-2023,10500,2183
0.633,-1991,10500,2288
0.634,-1815,10500,2232
0.635,-1607,10500,2219
0.636,-1375,10500,2299
0.637,-999,10500,2247
0.638,-631,10500,2258
0.639,-319,10500,2243
0.64,-31,10500,2240
0.641,225,10500,2278
0.642,529,10500,2274
0.643,849,10500,2317
0.644,1241,10500,2303
0.645,1537,10500,2329
0.646,1761,10500,2271
0.647,1945,10500,2290
